"ID","LABEL","CHILDSCOUNT","TYPE","SCHOOL_ID"
"26","NAUJA (LOPŠELIS)","9","Nuo 2 iki 4 metų","122"
"27","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","122"
"5","Debesėlių","0","Nuo 4 iki 5 metų","123"
"7","Zuikių","19","Nuo 5 iki 6 metų","123"
"8","Drugelių","0","Nuo 4 iki 5 metų","123"
"9","Do-re-mi","0","Nuo 5 iki 6 metų","123"
"10","Smalsučių","13","Nuo 6 iki 7 metų","123"
"11","Gudručių","8","Nuo 6 iki 7 metų","123"
"13","Kodėlčių","0","Nuo 3 iki 4 metų","123"
"14","Paukštelių","14","Nuo 1,5 iki 3 metų","123"
"15","Viščiukų","0","Nuo 1,5 iki 3 metų","123"
"18","Nykštukų","0","Nuo 3 iki 4 metų","123"
"19","Meškiukų","0","Iki 1,5 metų","123"
"20","Ąžuoliukų","0","Nuo 1,5 iki 3 metų","123"
"21","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","123"
"22","NAUJA (LOPŠELIS)","10","Iki 1,5 metų","123"
"3","Lakštutė","0","Nuo 5 iki 6 metų","124"
"4","Vyturėlis","0","Nuo 5 iki 6 metų","124"
"5","Pagrandukas","3","Nuo 6 iki 7 metų","124"
"6","Bitutė","7","Nuo 6 iki 7 metų","124"
"7","Šaltinėlis","6","Nuo 6 iki 7 metų","124"
"13","Riešutėllis","18","Nuo 3 iki 4 metų","124"
"14","Nykštukas","18","Nuo 3 iki 4 metų","124"
"15","Pieštukas","0","Nuo 4 iki 5 metų","124"
"16","Voverytė","19","Nuo 4 iki 5 metų","124"
"17","Kodėlčiukas","0","Nuo 4 iki 5 metų","124"
"18","Žirniukas","0","Nuo 1,5 iki 3 metų","124"
"19","Pipiras","0","Nuo 1,5 iki 3 metų","124"
"20","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","124"
"21","NAUJA (LOPŠELIS)","7","Nuo 1,5 iki 3 metų","124"
"22","NAUJA DARŽELIS","19","Nuo 3 iki 4 metų","124"
"23","NAUJA DARŽELIS","11","Nuo 3 iki 4 metų","124"
"1","GAIDELIAI","0","Nuo 4 iki 5 metų","125"
"6","SAULUTĖ","0","Nuo 3 iki 5 metų","125"
"7","NYKŠTUKAI","0","Nuo 4 iki 5 metų","125"
"8","BURATINAS","19","Nuo 5 iki 6 metų","125"
"9","GINTARĖLIAI","0","Nuo 4 iki 7 metų","125"
"10","RAMUNĖLĖS","17","Nuo 5 iki 7 metų","125"
"11","KODELČIUKŲ","13","Nuo 6 iki 7 metų","125"
"12","ŽIRNIUKAI","0","Nuo 3 iki 4 metų","125"
"14","VARPELIAI","15","Nuo 1,5 iki 3 metų","125"
"15","BORUŽĖLĖS","0","Nuo 3 iki 4 metų","125"
"19","SVEIKUOLIAI","0","Nuo 1,5 iki 3 metų","125"
"20","ŠIRDELĖS","0","Nuo 1,5 iki 3 metų","125"
"21","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","125"
"22","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","125"
"23","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","125"
"1","Drugeliai","0","Nuo 4 iki 5 metų","126"
"4","Bitučių","0","Nuo 4 iki 5 metų","126"
"5","Boružėlių","0","Nuo 5 iki 6 metų","126"
"8","Gandriukų","0","Nuo 5 iki 6 metų","126"
"10","Aitvariukai","18","Nuo 6 iki 7 metų","126"
"11","Geniukų","17","Nuo 6 iki 7 metų","126"
"12","Saulutės","15","Nuo 6 iki 7 metų","126"
"13","Lapiukų","0","Nuo 3 iki 4 metų","126"
"14","Voveriukai","0","Nuo 3 iki 4 metų","126"
"20","Triušikai","0","Nuo 1,5 iki 3 metų","126"
"21","Kiškučiai","0","Nuo 1,5 iki 3 metų","126"
"22","Nykštukų","0","Nuo 1,5 iki 3 metų","126"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","126"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","126"
"25","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","126"
"26","NAUJA DARŽELIS","14","Nuo 3 iki 4 metų","126"
"1","ŽVIRBLIUKŲ","19","Nuo 4 iki 5 metų","127"
"2","VOVERIUKŲ","0","Nuo 4 iki 5 metų","127"
"3","KIŠKUČIŲ","19","Nuo 5 iki 6 metų","127"
"4","KODĖLČIUKŲ","16","Nuo 5 iki 6 metų","127"
"5","MEŠKIUKŲ","18","Nuo 5 iki 6 metų","127"
"6","BORUŽĖLIŲ","12","Nuo 6 iki 7 metų","127"
"12","PELĖDŽIUKŲ","7","Nuo 5 iki 7 metų","127"
"14","DRUGELIŲ","17","Nuo 3 iki 4 metų","127"
"21","NYKŠTUKŲ","17","Nuo 3 iki 4 metų","127"
"22","GENIUKŲ","13","Nuo 6 iki 7 metų","127"
"23","LAPIUKŲ","0","Nuo 1,5 iki 3 metų","127"
"24","EŽIUKŲ","0","Nuo 1,5 iki 3 metų","127"
"25","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","127"
"26","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","127"
"27","NAUJA DARŽELIS","17","Nuo 3 iki 4 metų","127"
"1","Voveriukų","19","Nuo 5 iki 6 metų","128"
"5","Boružėlių","0","Nuo 4 iki 5 metų","128"
"8","BITUTUČIŲ","0","Nuo 1,5 iki 3 metų","128"
"9","KIŠKUČIŲ","18","Nuo 3 iki 4 metų","128"
"10","NAUJA (LOPŠELIS)","10","Nuo 1,5 iki 3 metų","128"
"11","NAUJA DARŽELIS","8","Nuo 3 iki 4 metų","128"
"1","Katerok","19","Nuo 5 iki 6 metų","129"
"9","Vesole misiaki","16","Nuo 4 iki 7 metų","129"
"22","NYKŠTUKAI","19","Nuo 3 iki 4 metų","129"
"14","Ručijok","13","Nuo 4 iki 5 metų","129"
"15","Raduga","0","Nuo 5 iki 6 metų","129"
"17","Miki Maus","15","Nuo 2 iki 4 metų","129"
"18","Solnyško","0","Nuo 4 iki 5 metų","129"
"19","Motyliok","20","Nuo 3 iki 4 metų","129"
"24","ŽVIRBLIUKAI","16","Nuo 6 iki 7 metų","129"
"26","DRUŽNYJE REBIATA","0","Nuo 1,5 iki 3 metų","129"
"27","VIEVERSĖLIAI","0","Nuo 1,5 iki 3 metų","129"
"28","Nauja","3","Nuo 3 iki 4 metų","129"
"29","NAUJA (LOPŠELIS)","21","Nuo 1,5 iki 3 metų","129"
"30","NAUJA (LOPŠELIS)","9","Nuo 1,5 iki 3 metų","129"
"31","NAUJA DARŽELIS","10","Nuo 3 iki 4 metų","129"
"4","Bitučių","0","Nuo 5 iki 7 metų","130"
"7","Kačiukų","0","Nuo 4 iki 5 metų","130"
"8","Voveriukų","13","Nuo 5 iki 6 metų","130"
"9","Ežiukų","0","Nuo 4 iki 5 metų","130"
"10","Peledžiukų","8","Nuo 6 iki 7 metų","130"
"11","Drugelių","11","Nuo 6 iki 7 metų","130"
"12","Voriukų","0","Nuo 5 iki 6 metų","130"
"14","Boružėlių","0","Nuo 3 iki 4 metų","130"
"15","Pūkuotukų","0","Nuo 3 iki 4 metų","130"
"19","Ančiukų","0","Nuo 1,5 iki 3 metų","130"
"20","Nykštukų","0","Nuo 1,5 iki 3 metų","130"
"21","Lašelių","0","Nuo 1,5 iki 3 metų","130"
"22","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","130"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","130"
"1","Čiauškučiai","0","Nuo 4 iki 5 metų","131"
"2","Nykštukai","0","Nuo 4 iki 5 metų","131"
"3","Voveriukai","0","Nuo 5 iki 6 metų","131"
"4","Kiškučiai","0","Nuo 5 iki 6 metų","131"
"8","Vyturiukai","0","Nuo 5 iki 6 metų","131"
"9","Pelėdžiukai","0","Nuo 6 iki 7 metų","131"
"10","Vijurkai","0","Nuo 6 iki 7 metų","131"
"13","Šnekučiai","0","Nuo 3 iki 4 metų","131"
"21","Pabiručiai","0","Nuo 3 iki 5 metų","131"
"20","Drugeliai","0","Nuo 3 iki 4 metų","131"
"22","ŽIRNIUKAI ","0","Nuo 1,5 iki 3 metų","131"
"23","ŽIOGELIAI ","0","Nuo 1,5 iki 3 metų","131"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","131"
"25","NAUJA DARŽELIS","10","Nuo 3 iki 4 metų","131"
"16","Boružiukai","20","Nuo 4 iki 5 metų","132"
"4","Šviesuliukai","0","Nuo 3 iki 5 metų","132"
"7","Lašiukai","20","Nuo 5 iki 6 metų","132"
"9","Skambaliukai","8","Nuo 6 iki 7 metų","132"
"13","Spinduliukai","16","Nuo 5 iki 7 metų","132"
"17","Perliukai","19","Nuo 5 iki 6 metų","132"
"15","Drugeliai","0","Nuo 3 iki 4 metų","132"
"19","VIEVERSIUKAI ","0","Nuo 1,5 iki 3 metų","132"
"20","NYKŠTUKAI ","0","Nuo 1,5 iki 3 metų","132"
"21","KIŠKUČIAI","0","Nuo 1,5 iki 3 metų","132"
"22","NAUJA (LOPŠELIS)","10","Nuo 1,5 iki 3 metų","132"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","132"
"24","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","132"
"4","PELĖDŽIUKAI","12","Nuo 6 iki 7 metų","133"
"5","KREGŽDUTĖS","0","Nuo 5 iki 6 metų","133"
"7","BORUŽĖLĖS","0","Nuo 3 iki 4 metų","133"
"8","BITUTĖS","16","Nuo 6 iki 7 metų","133"
"11","KAČIUKAI","0","Nuo 4 iki 5 metų","133"
"12","ZUIKIAI","0","Nuo 1,5 iki 3 metų","133"
"13","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","133"
"14","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","133"
"1","Bitutės","0","Nuo 6 iki 7 metų","134"
"2","Varpeliai","0","Nuo 5 iki 6 metų","134"
"3","Žirniukai","0","Nuo 4 iki 5 metų","134"
"4","Ramunėlės","0","Nuo 5 iki 6 metų","134"
"6","Bruknelės","0","Nuo 5 iki 7 metų","134"
"7","Pakalnutės","0","Nuo 3 iki 5 metų","134"
"9","Spanguolytės","0","Nuo 1,5 iki 6 metų","134"
"12","Rožytės","0","Nuo 5 iki 6 metų","134"
"13","Pumpurėliai","0","Nuo 3 iki 4 metų","134"
"14","Žemuogėlės","27","Nuo 3 iki 4 metų","134"
"23","Žibutė ","0","Nuo 1,5 iki 3 metų","134"
"24","Dobiliukai ","0","Nuo 1,5 iki 3 metų","134"
"25","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","134"
"26","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","134"
"27","NAUJA (LOPŠELIS)","3","Nuo 1,5 iki 3 metų","134"
"28","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","134"
"29","NAUJA DARŽELIS","4","Nuo 3 iki 6 metų","134"
"3","ŽIOGELIAI","18","Nuo 5 iki 7 metų","135"
"4","KREGŽDUTĖS","0","Nuo 4 iki 5 metų","135"
"5","BORUŽĖLĖS","0","Nuo 4 iki 5 metų","135"
"7","KIŠKIUKAI","9","Nuo 6 iki 7 metų","135"
"9","BITUČIŲ","0","Nuo 5 iki 6 metų","135"
"10","KATINĖLIŲ","6","Nuo 6 iki 7 metų","135"
"13","MEŠKIUKŲ","0","Nuo 5 iki 6 metų","135"
"27","DRUGELIAI","0","Nuo 4 iki 6 metų","135"
"28","EŽIUKAI","0","Nuo 4 iki 5 metų","135"
"25","VOVERIUKAI","0","Nuo 3 iki 4 metų","135"
"26","SVAJOKLIAI","0","Nuo 3 iki 4 metų","135"
"29","PELĖDŽIUKAI","0","Nuo 1,5 iki 3 metų","135"
"30","LAŠELIAI","0","Nuo 1,5 iki 3 metų","135"
"31","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","135"
"32","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","135"
"2","SAULUTĖS","11","Nuo 6 iki 7 metų","136"
"7","UOSIUKAI","0","Nuo 5 iki 6 metų","136"
"8","BANGELĖS","0","Nuo 4 iki 5 metų","136"
"9","RAMUNIUKAI","0","Nuo 5 iki 6 metų","136"
"10","ŽUVYČIŲ","11","Nuo 6 iki 7 metų","136"
"11","BERŽELIAI","8","Nuo 6 iki 7 metų","136"
"13","EGLUTĖS","0","Nuo 3 iki 4 metų","136"
"15","GINTARĖLIAI","0","Nuo 4 iki 5 metų","136"
"19","PAUKŠTELIAI","0","Nuo 5 iki 6 metų","136"
"23","DREBULIUKAI","0","Nuo 1,5 iki 3 metų","136"
"24","ĄŽUOLIUKAI","0","Nuo 1,5 iki 3 metų","136"
"25","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","136"
"28","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","136"
"27","NAUJA DARŽELIS","15","Nuo 4 iki 5 metų","136"
"1","SKRUZDELYTĖS","0","Nuo 4 iki 5 metų","137"
"2","ŽIRNIUKAI","0","Nuo 4 iki 5 metų","137"
"3","DOBILĖLIAI","0","Nuo 5 iki 6 metų","137"
"4","BORUŽĖLĖS","0","Nuo 4 iki 5 metų","137"
"5","DRUGELIAI","1","Nuo 6 iki 7 metų","137"
"6","PELĖDŽIUKAI","10","Nuo 6 iki 7 metų","137"
"10","VARPELIAI","0","Nuo 3 iki 7 metų","137"
"11","KREGŽDUTĖS","0","Nuo 3 iki 4 metų","137"
"18","ŽVIRBLIUKAI","0","Nuo 1,5 iki 3 metų","137"
"19","BITUTĖS","34","Nuo 3 iki 4 metų","137"
"20","RIEŠUTĖLIAI","0","Nuo 1,5 iki 3 metų","137"
"21","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","137"
"22","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","137"
"3","Spanguolėlė","0","Nuo 4 iki 5 metų","138"
"13","ŽEMUOGĖLĖ (spec)","10","Nuo 3 iki 6 metų","138"
"14","RŪTELĖ (spec)","12","Nuo 3 iki 6 metų","138"
"15","SAULUTĖ (spec)","7","Nuo 4 iki 6 metų","138"
"16","LINELIS (spec)","5","Nuo 5 iki 7 metų","138"
"17","RASAKILA (spec)","4","Nuo 1,5 iki 3 metų","138"
"18","RAMUNĖLĖS (spec)","14","Nuo 5 iki 6 metų","138"
"20","Dobiliukai","0","Nuo 3 iki 4 metų","138"
"21","Aguonėlė","0","Nuo 1,5 iki 3 metų","138"
"22","Pienė","19","Nuo 5 iki 6 metų","138"
"23","Čiobreliai","9","Nuo 6 iki 7 metų","138"
"25","NAUJA LOPŠELIS","15","Nuo 1,5 iki 3 metų","138"
"26","NAUJA DARŽELIS","18","Nuo 3 iki 5 metų","138"
"27","NAUJA DARŽELIS","29","Nuo 3 iki 5 metų","138"
"28","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","138"
"4","JŪROS ŽVAIGŽDUTĖS","0","Nuo 6 iki 7 metų","139"
"5","DELFINUKAI","0","Nuo 4 iki 6 metų","139"
"6","OSMINOŽKI","0","Nuo 5 iki 7 metų","139"
"9","RUSALAČKA","0","Nuo 3 iki 5 metų","139"
"12","JANTARIKI","0","Nuo 1,5 iki 3 metų","139"
"13","AUKSINĖ ŽUVELĖ","0","Nuo 1,5 iki 3 metų","139"
"15","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","139"
"2","PELIUKŲ","0","Nuo 5 iki 6 metų","140"
"3","ANČIUKŲ","9","Nuo 6 iki 7 metų","140"
"5","PELĖDŽIUKŲ","0","Nuo 4 iki 5 metų","140"
"7","KAČIUKŲ","0","Nuo 3 iki 4 metų","140"
"15","MEŠKUČIŲ","0","Nuo 1,5 iki 3 metų","140"
"16","KIŠKUČIŲ","0","Nuo 3 iki 6 metų","140"
"17","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","140"
"4","Boružiukų","0","Nuo 5 iki 6 metų","141"
"5","Smalsučiai","17","Nuo 6 iki 7 metų","141"
"8","Gėlyčių","12","Nuo 5 iki 7 metų","141"
"10","Nykštukų","0","Nuo 4 iki 5 metų","141"
"11","Saulytės","28","Nuo 3 iki 4 metų","141"
"12","Drugelių","8","Nuo 3 iki 5 metų","141"
"13","Pelėdžiukai","0","Nuo 4 iki 5 metų","141"
"15","ZUIKUČIAI","0","Nuo 1,5 iki 3 metų","141"
"16","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","141"
"1","Kodėlčiukai","0","Nuo 5 iki 6 metų","142"
"2","Pelėdžiukai","7","Nuo 6 iki 7 metų","142"
"3","Smalsučiai(išeina)","1","Nuo 6 iki 7 metų","142"
"5","Smalsučiai","0","Nuo 4 iki 5 metų","142"
"6","Pagrandukai","20","Nuo 3 iki 4 metų","142"
"7","1A klasė","0","Nuo 6 iki 7 metų","142"
"8","1B klasė","20","Nuo 6 iki 7 metų","142"
"9","2A klasė","0","Nuo 6 iki 7 metų","142"
"10","3A klasė","17","Nuo 6 iki 7 metų","142"
"11","4A klasė","8","Nuo 6 iki 7 metų","142"
"12","4B klasė","10","Nuo 6 iki 7 metų","142"
"13","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","142"
"1","BOŽJI KOROVKI","12","Nuo 4 iki 5 metų","143"
"2","PČIOLKI","4","Nuo 6 iki 7 metų","143"
"7","SOLNYŠKO","10","Nuo 4 iki 5 metų","143"
"8","BABOČKI","15","Nuo 3 iki 4 metų","143"
"9","SOVUŠKI","0","Nuo 5 iki 6 metų","143"
"10","PČIOLKI","0","Nuo 6 iki 7 metų","143"
"11","PODSOLNUŠKI","13","Nuo 1,5 iki 3 metų","143"
"12","1 klasė","1","Nuo 6 iki 7 metų","143"
"13","2 klasė","1","Nuo 6 iki 7 metų","143"
"14","3 klasė","1","Nuo 6 iki 7 metų","143"
"15","4 klasė","1","Nuo 6 iki 7 metų","143"
"16","NAUJA (LOPŠELIS)","11","Nuo 1,5 iki 3 metų","143"
"2","Boružiukai","0","Nuo 4 iki 5 metų","144"
"3","Drugeliai","0","Nuo 5 iki 6 metų","144"
"4","Bitutės","0","Nuo 6 iki 7 metų","144"
"5","Šimtakojai","0","Nuo 3 iki 4 metų","144"
"10","Voriukai","0","Nuo 6 iki 7 metų","144"
"12","Žiogeliai","0","Nuo 4 iki 5 metų","144"
"13","SKRUZDELIUKAI","0","Nuo 1,5 iki 3 metų","144"
"14","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","144"
"2","Drugeliai","0","Nuo 3 iki 4 metų","145"
"3","Saulės zuikučiai","0","Nuo 6 iki 7 metų","145"
"4","Boružėlės","0","Nuo 5 iki 6 metų","145"
"5","Nykštukai","19","Nuo 3 iki 7 metų","145"
"6","Meškiukai","0","Nuo 1,5 iki 3 metų","145"
"8","Ežiukai","19","Nuo 3 iki 5 metų","145"
"9","Bitutės","19","Nuo 1,5 iki 3 metų","145"
"11","Pelėdžiukai","19","Nuo 4 iki 5 metų","145"
"13","Zylutės","18","Nuo 5 iki 7 metų","145"
"14","1 klasė","1","Nuo 6 iki 7 metų","145"
"15","2 klasė","1","Nuo 6 iki 7 metų","145"
"16","3 klasė","1","Nuo 6 iki 7 metų","145"
"17","4 klasė","1","Nuo 6 iki 7 metų","145"
"18","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","145"
"19","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","145"
"1","SAULĖGRĄŽA","0","Nuo 5 iki 6 metų","146"
"7","STEBUKLINGAS ŽIBINTAS","0","Nuo 4 iki 5 metų","146"
"10","SAULUTĖ","0","Nuo 6 iki 7 metų","146"
"11","AUKSINĖ ŽUVELĖ","0","Nuo 3 iki 4 metų","146"
"12","PRIE ĮLANKOS","0","Nuo 6 iki 7 metų","146"
"14","1 B klasė","1","Nuo 6 iki 7 metų","146"
"13","1 A klasė","1","Nuo 6 iki 7 metų","146"
"15","1 C klasė","1","Nuo 6 iki 7 metų","146"
"16","2 A klasė","1","Nuo 6 iki 7 metų","146"
"17","2 B klasė","1","Nuo 6 iki 7 metų","146"
"18","3 A klasė","1","Nuo 6 iki 7 metų","146"
"19","3 B klasė","1","Nuo 6 iki 7 metų","146"
"20","3 C klasė","1","Nuo 6 iki 7 metų","146"
"21","4 A klasė","0","Nuo 8m.","146"
"22","4 B klasė","1","Nuo 6 iki 7 metų","146"
"23","4 C klasė","1","Nuo 6 iki 7 metų","146"
"24","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","146"
"25","NAUJA DARŽELIS","0","Nuo 6 iki 7 metų","146"
"1","PAUKŠTELIAI","19","Nuo 4 iki 5 metų","147"
"3","SKRUZDELIUKAI","0","Nuo 5 iki 6 metų","147"
"5","SMERFY","14","Nuo 3 iki 6 metų","147"
"6","EŽIUKAI","9","Nuo 6 iki 7 metų","147"
"7","NYKŠTUKAI","0","Nuo 4 iki 5 metų","147"
"9","ANČIUKAI","14","Nuo 6 iki 7 metų","147"
"10","KAČIUKAI","0","Nuo 5 iki 6 metų","147"
"12","KIŠKUČIAI","12","Nuo 3 iki 4 metų","147"
"20","KREGŽDUTĖS","16","Nuo 3 iki 4 metų","147"
"21","PAGRANDUKAI","18","Nuo 1,5 iki 3 metų","147"
"22","BITUTĖS","20","Nuo 1,5 iki 3 metų","147"
"23","DRUGELIAI","16","Nuo 1,5 iki 3 metų","147"
"24","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","147"
"25","NAUJA DARŽELIS","11","Nuo 3 iki 4 metų","147"
