"ID","LABEL","CHILDSCOUNT","TYPE","SCHOOL_ID"
"26","NAUJA DARŽELIS","12","Nuo 3 iki 6 metų","147"
"27","NAUJA DARŽELIS","6","Nuo 4 iki 5 metų","147"
"1","Vasilki","0","Nuo 5 iki 6 metų","148"
"2","Černički","0","Nuo 4 iki 6 metų","148"
"3","Smorodinki","0","Nuo 6 iki 7 metų","148"
"4","Klubnički","0","Nuo 6 iki 7 metų","148"
"11","Maki","0","Nuo 4 iki 5 metų","148"
"13","VIŠENKI (LOGOP.)","13","Nuo 3 iki 5 metų","148"
"14","ANIUTINY GLAZKI (LOGOPED.)","13","Nuo 5 iki 7 metų","148"
"15","Kolokolčiki ","0","Nuo 3 iki 4 metų","148"
"16","Vinogradiki ","20","Nuo 3 iki 4 metų","148"
"17","Malinki","17","Nuo 5 iki 7 metų","148"
"20","1A","0","Nuo 6 iki 8 metų","148"
"18","1B","0","Nuo 6 iki 8 metų","148"
"19","1C","0","Nuo 6 iki 8 metų","148"
"21","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","148"
"22","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","148"
"23","NAUJA DARŽELIS","10","Nuo 5 iki 6 metų","148"
"3","PAGRANDUKAI","0","Nuo 5 iki 6 metų","149"
"4","KODĖLČIUKAI","0","Nuo 6 iki 7 metų","149"
"6","SMALSUČIAI","0","Nuo 5 iki 6 metų","149"
"8","GILIUKAI","0","Nuo 3 iki 4 metų","149"
"9","BORUŽĖLĖS","0","Nuo 4 iki 5 metų","149"
"10","DRUGELIAI","0","Nuo 4 iki 5 metų","149"
"11","RIEŠUTĖLIAI","0","Nuo 1,5 iki 3 metų","149"
"12","1 klasė","1","Nuo 6 iki 7 metų","149"
"13","2 klasė","1","Nuo 6 iki 7 metų","149"
"14","3 klasė","1","Nuo 6 iki 7 metų","149"
"15","4 klasė","1","Nuo 6 iki 7 metų","149"
"16","NAUJA (LOPŠELIS)","13","Nuo 1,5 iki 3 metų","149"
"1","BORUŽĖLĖS","0","Nuo 6 iki 7 metų","150"
"3","SKRUZDĖLIUKAI","0","Nuo 4 iki 5 metų","150"
"8","1 klasė","1","Nuo 6 iki 7 metų","150"
"5","DRUGELIAI","0","Nuo 5 iki 6 metų","150"
"6","ŽIOGELIAI","0","Nuo 3 iki 4 metų","150"
"7","BITUTĖS","0","Nuo 1,5 iki 3 metų","150"
"9","2 klasė","1","Nuo 6 iki 7 metų","150"
"10","3 klasė","1","Nuo 6 iki 7 metų","150"
"11","4 klasė","1","Nuo 6 iki 7 metų","150"
"12","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","150"
"2","Nykštukai","0","Nuo 4 iki 5 metų","151"
"3","Žiniukai ","0","Nuo 6 iki 7 metų","151"
"4","Smalsiukai ","0","Nuo 6 iki 7 metų","151"
"5","Giliukai ","0","Nuo 5 iki 6 metų","151"
"13","1 klasė","1","Nuo 6 iki 7 metų","151"
"8","Meškiukai","0","Nuo 3 iki 4 metų","151"
"11","Viščiukai","0","Nuo 1,5 iki 3 metų","151"
"12","Drambliukai ","0","Nuo 1,5 iki 3 metų","151"
"14","2 klasė","1","Nuo 6 iki 7 metų","151"
"15","3 klasė","1","Nuo 6 iki 7 metų","151"
"16","4 klasė","1","Nuo 6 iki 7 metų","151"
"17","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","151"
"3","SMALSUČIŲ","15","Nuo 5 iki 6 metų","152"
"4","SVAJOKLIŲ","17","Nuo 5 iki 6 metų","152"
"7","SAULĖS ZUIKIŲ","0","Nuo 3 iki 4 metų","152"
"14","PABIRUČIŲ","0","Nuo 4 iki 5 metų","152"
"13","VYTURIUKŲ","0","Nuo 3 iki 4 metų","152"
"15","KODĖLČIUKŲ","0","Nuo 4 iki 5 metų","152"
"16","VIKRUOLIŲ","0","Nuo 3 iki 4 metų","152"
"19","PELEDŽIUKŲ","20","Nuo 4 iki 6 metų","152"
"20","ŽIRNIUKŲ","0","Nuo 1,5 iki 3 metų","152"
"22","GUDRUČIŲ","0","Nuo 1,5 iki 3 metų","152"
"23","BORUŽIUKŲ","0","Nuo 1,5 iki 3 metų","152"
"25","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","152"
"26","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","152"
"1","Boružėlių","4","Nuo 3 iki 7 metų","153"
"2","Drugelių","9","Nuo 3 iki 7 metų","153"
"3","Aitvariukų","6","Nuo 3 iki 7 metų","153"
"4","Meškučių kl.","6","Nuo 8m.","153"
"5","Gaidelių kl.","8","Nuo 8m.","153"
"6","Kiškelių kl","9","Nuo 8m.","153"
"7","Ančiukų kl.","10","Nuo 8m.","153"
"8","Pelėdžiukų kl.","8","Nuo 8m.","153"
"9","Papūgėlių kl.","10","Nuo 8m.","153"
"10","Saulutės kl.","11","Nuo 8m.","153"
"11","Katinėlių kl.","7","Nuo 8m.","153"
"3","Aštuonkojai","0","Nuo 5 iki 6 metų","154"
"19","Delfinukai,","0","Nuo 4 iki 5 metų","154"
"12","Saulės spindulėliai","0","Nuo 6 iki 7 metų","154"
"18","Pingvinukai ","0","Nuo 3 iki 4 metų","154"
"15","Jūros žvaigždutės ","0","Nuo 3 iki 4 metų","154"
"16","Žuvytės","0","Nuo 4 iki 6 metų","154"
"17","Ruoniai","0","Nuo 5 iki 7 metų","154"
"20","Pagrandukai ","0","Nuo 1,5 iki 3 metų","154"
"21","Zuikučiai ","0","Nuo 1,5 iki 3 metų","154"
"22","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","154"
"23","NAUJA (LOPŠELIS)","14","Nuo 1,5 iki 3 metų","154"
"3","PAKALNUTĖ","0","Nuo 4 iki 5 metų","155"
"4","VARPELIS","0","Nuo 6 iki 7 metų","155"
"5","RAKTAŽOLĖ","0","Nuo 5 iki 6 metų","155"
"8","SAULĖGRĄŽA","0","Nuo 3 iki 4 metų","155"
"9","RAMUNĖLĖ","0","Nuo 1,5 iki 3 metų","155"
"10","ŽIBUTĖ","0","Nuo 1,5 iki 3 metų","155"
"3","Bildukai","0","Nuo 4 iki 5 metų","156"
"4","Gudručiai","18","Nuo 5 iki 6 metų","156"
"5","Drugeliai","0","Nuo 5 iki 6 metų","156"
"6","Pasakaitė","7","Nuo 6 iki 7 metų","156"
"7","Svajokliai","7","Nuo 6 iki 7 metų","156"
"12","Smalsučiai","0","Nuo 4 iki 5 metų","156"
"14","Pabiručiai","0","Nuo 3 iki 4 metų","156"
"15","Strakaliukai","0","Nuo 4 iki 5 metų","156"
"17","Saulutė","0","Nuo 3 iki 4 metų","156"
"22","Rieduliukai","0","Nuo 1,5 iki 3 metų","156"
"23","Žirniukai","0","Nuo 1,5 iki 3 metų","156"
"25","Bičiuliai","0","Nuo 1,5 iki 3 metų","156"
"26","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","156"
"27","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","156"
"1","Bitutės","0","Nuo 4 iki 5 metų","157"
"2","Kiškučiai","0","Nuo 3 iki 4 metų","157"
"3","Boružėlės","0","Nuo 5 iki 6 metų","157"
"4","Ežiukai","18","Nuo 5 iki 6 metų","157"
"5","Geniukai","20","Nuo 4 iki 5 metų","157"
"7","Riešutėliai","18","Nuo 6 iki 7 metų","157"
"8","Pelėdžiukai","17","Nuo 6 iki 7 metų","157"
"10","Zylutės","0","Nuo 3 iki 4 metų","157"
"11","Skruzdėliukai","0","Nuo 1,5 iki 3 metų","157"
"16","Voveraitės","19","Nuo 4 iki 5 metų","157"
"17","Giliukų","0","Nuo 1,5 iki 3 metų","157"
"20","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","157"
"3","Žirniukai","0","Nuo 4 iki 5 metų","158"
"5","Varpelių","13","Nuo 6 iki 7 metų","158"
"6","Kiškučių","11","Nuo 6 iki 7 metų","158"
"11","Pelėdžiukų","0","Nuo 4 iki 5 metų","158"
"19","Saulučių","15","Nuo 5 iki 7 metų","158"
"13","Kregždučių","0","Nuo 3 iki 4 metų","158"
"14","Boružėlių","0","Nuo 3 iki 4 metų","158"
"16","Bitučių","0","Nuo 4 iki 5 metų","158"
"17","Smalsučių","0","Nuo 4 iki 5 metų","158"
"18","Kodėlčiukų","0","Nuo 5 iki 6 metų","158"
"21","NYKŠTUKAI","0","Nuo 1,5 iki 3 metų","158"
"22","DRUGELIAI","0","Nuo 1,5 iki 3 metų","158"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","158"
"24","NAUJA DARŽELIS","16","Nuo 4 iki 5 metų","158"
"7","SAULUTĖS","0","Nuo 5 iki 6 metų","159"
"12","GILIUKAI","0","Nuo 3 iki 4 metų","159"
"16","DAINORĖLIAI","0","Nuo 3 iki 5 metų","159"
"17","DRUGELIAI","0","Nuo 4 iki 5 metų","159"
"18","BORUŽIUKAI","10","Nuo 6 iki 7 metų","159"
"19","EŽIUKAI","12","Nuo 5 iki 7 metų","159"
"20","ŽVIRBLIUKAI","8","Nuo 6 iki 7 metų","159"
"24","SPALVELĖS","0","Nuo 3 iki 5 metų","159"
"23","DEBESĖLIAI","0","Nuo 3 iki 5 metų","159"
"26","VIŠČIUKAI","0","Nuo 1,5 iki 3 metų","159"
"27","ZUIKUČIŲ","0","Nuo 1,5 iki 3 metų","159"
"28","OBUOLIUKAI","0","Nuo 3 iki 4 metų","159"
"29","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","159"
"30","NAUJA DARŽELIS","14","Nuo 5 iki 6 metų","159"
"1","SAULUTĖS","0","Nuo 5 iki 6 metų","160"
"2","VARPELIAI","25","Nuo 6 iki 7 metų","160"
"5","ŽIOGELIAI","0","Nuo 4 iki 5 metų","160"
"6","DRUGELIAI","0","Nuo 3 iki 4 metų","160"
"7","1 klasė","1","Nuo 6 iki 7 metų","160"
"8","2 klasė","1","Nuo 6 iki 7 metų","160"
"9","3 klasė","1","Nuo 6 iki 7 metų","160"
"10","4 klasė","1","Nuo 6 iki 7 metų","160"
"11","NAUJA DARŽELIS","19","Nuo 3 iki 4 metų","160"
"2","BITUTĖS","0","Nuo 5 iki 6 metų","161"
"16","1 B klasė","1","Nuo 6 iki 7 metų","161"
"15","1 A klasė","1","Nuo 6 iki 7 metų","161"
"9","GUDRUČIAI","19","Nuo 6 iki 7 metų","161"
"10","BORUŽĖLĖS","0","Nuo 4 iki 5 metų","161"
"12","ANČIUKAI","0","Nuo 1,5 iki 3 metų","161"
"13","KODĖLČIUKAI","0","Nuo 6 iki 7 metų","161"
"14","DRUGELIAI","0","Nuo 3 iki 4 metų","161"
"17","2 A klasė","1","Nuo 6 iki 7 metų","161"
"18","2 B klasė","1","Nuo 6 iki 7 metų","161"
"19","3 A klasė","1","Nuo 6 iki 7 metų","161"
"20","3 B klasė","1","Nuo 6 iki 7 metų","161"
"21","4 A klasė","1","Nuo 6 iki 7 metų","161"
"22","4 B klasė","1","Nuo 6 iki 7 metų","161"
"23","NAUJA (LOPŠELIS)","12","Nuo 1,5 iki 3 metų","161"
"24","NAUJA DARŽELIS","12","Nuo 6 iki 7 metų","161"
"3","Ančiukų","0","Nuo 5 iki 6 metų","162"
"4","Bitučių","0","Nuo 6 iki 7 metų","162"
"5","Saulutės","20","Nuo 4 iki 5 metų","162"
"6","Meškiukų","20","Nuo 3 iki 7 metų","162"
"9","Nykštukai","0","Nuo 4 iki 5 metų","162"
"10","Perliukų","0","Nuo 3 iki 4 metų","162"
"11","BORUŽĖLĖS","0","Nuo 1,5 iki 3 metų","162"
"12","IA","1","Nuo 6 iki 7 metų","162"
"13","1B","1","Nuo 6 iki 7 metų","162"
"14","2A klasė","1","Nuo 6 iki 7 metų","162"
"15","2B klasė","1","Nuo 6 iki 7 metų","162"
"16","3A klasė","1","Nuo 6 iki 7 metų","162"
"17","4A klasė","1","Nuo 6 iki 7 metų","162"
"18","4B","1","Nuo 6 iki 7 metų","162"
"19","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","162"
"2","GANDRIUKŲ","0","Nuo 5 iki 6 metų","163"
"3","LAKŠTINGALIUKŲ","0","Nuo 5 iki 6 metų","163"
"4","ŽVIRBLIUKŲ","9","Nuo 6 iki 7 metų","163"
"5","GENIUKŲ","7","Nuo 6 iki 7 metų","163"
"6","DAGILIUKŲ","6","Nuo 6 iki 7 metų","163"
"12","PELEDŽIUKŲ","0","Nuo 3 iki 4 metų","163"
"14","KREGZDŽIUKŲ","0","Nuo 4 iki 5 metų","163"
"16","ZYLIUKŲ","0","Nuo 4 iki 5 metų","163"
"19","VOLUNGĖLIŲ","0","Nuo 3 iki 4 metų","163"
"20","ANČIUKŲ","0","Nuo 1,5 iki 3 metų","163"
"21","BALANDŽIUKŲ","0","Nuo 1,5 iki 3 metų","163"
"22","VYTURIUKŲ","0","Nuo 3 iki 4 metų","163"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","163"
"24","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","163"
"3","Bitutės","0","Nuo 5 iki 6 metų","164"
"4","Šnekučiai","10","Nuo 6 iki 7 metų","164"
"5","Skruzdėliukai","0","Nuo 5 iki 6 metų","164"
"6","Gudručiai","5","Nuo 6 iki 7 metų","164"
"11","Smalsučiai","0","Nuo 3 iki 4 metų","164"
"12","Boruželės ","0","Nuo 3 iki 4 metų","164"
"13","Žiogeliai","0","Nuo 4 iki 5 metų","164"
"14","Drugeliai","0","Nuo 4 iki 5 metų","164"
"20","Pabiručiai","0","Nuo 3 iki 4 metų","164"
"21","Žvirbliukai","0","Nuo 1,5 iki 3 metų","164"
"22","Pagrandukai","0","Nuo 1,5 iki 3 metų","164"
"23","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","164"
"24","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","164"
"1","BITUTĖS","0","Nuo 4 iki 5 metų","165"
"2","ZUIKUČIAI","0","Nuo 4 iki 5 metų","165"
"3","ANČIUKAI","0","Nuo 5 iki 6 metų","165"
"4","MEŠKIUKAI","0","Nuo 5 iki 6 metų","165"
"5","ŽUVYTĖS","10","Nuo 6 iki 7 metų","165"
"6","PAUKŠTELIAI","16","Nuo 6 iki 7 metų","165"
"9","BORUŽĖLĖS","0","Nuo 3 iki 7 metų","165"
"10","DRUGELIAI","17","Nuo 3 iki 7 metų","165"
"13","PELIUKAI","0","Nuo 3 iki 4 metų","165"
"14","KAČIUKAI","0","Nuo 3 iki 4 metų","165"
"15","SAULUTĖS","13","Nuo 1,5 iki 3 metų","165"
"20","MENULIUKAI","13","Nuo 1,5 iki 3 metų","165"
"21","ĖŽIUKAI","0","Nuo 1,5 iki 3 metų","165"
"22","NAUJA (LOPŠELIS)","10","Nuo 1,5 iki 3 metų","165"
"23","NAUJA (LOPŠELIS)","8","Nuo 1,5 iki 3 metų","165"
"24","NAUJA DARŽELIS","13","Nuo 3 iki 4 metų","165"
"1","BORUŽĖLĖS","0","Nuo 5 iki 6 metų","166"
"2","NYKŠTUKAI","16","Nuo 6 iki 7 metų","166"
"3","ANČIUKAI","0","Nuo 4 iki 5 metų","166"
"4","DRUGELIAI","19","Nuo 5 iki 6 metų","166"
"16","SMERFAI","18","Nuo 6 iki 7 metų","166"
"11","SAULUTĖS","0","Nuo 6 iki 7 metų","166"
"13","ZUIKUČIAI","0","Nuo 3 iki 5 metų","166"
"14","BITUTĖS","0","Nuo 3 iki 4 metų","166"
"19","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","166"
"20","NAUJA DARŽELIS","9","Nuo 3 iki 5 metų","166"
"21","NAUJA DARŽELIS","0","Nuo 6 iki 7 metų","166"
"1","Elfai","10","Nuo 3 iki 7 metų","167"
"1","Lopšelinė","14","Nuo 1,5 iki 3 metų","168"
"2","Darželinė","0","Nuo 3 iki 7 metų","168"
"4","NAUJA (LOPŠELIS)","7","Nuo 1,5 iki 3 metų","168"
"1","Pelėdžiukai","0","Nuo 4 iki 5 metų","169"
"2","Ežiukai","25","Nuo 3 iki 7 metų","169"
"3","Švelnukai","0","Nuo 5 iki 6 metų","169"
"4","Boružiukai","0","Nuo 6 iki 7 metų","169"
"7","Smalsučiai","24","Nuo 3 iki 4 metų","169"
"9","Nykštukai","0","Nuo 1,5 iki 3 metų","169"
"10","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","169"
"1","Nykštukai gudručiai","0","Nuo 4 iki 5 metų","170"
"4","Saulės zuikučiai","0","Nuo 5 iki 6 metų","170"
"5","Gėlytės","0","Nuo 4 iki 5 metų","170"
"6","Smalsutis","0","Nuo 6 iki 7 metų","170"
"7","Drugeliai","0","Nuo 5 iki 6 metų","170"
"9","Vyturėliai","0","Nuo 6 iki 7 metų","170"
"10","Žvaigždutės","20","Nuo 5 iki 6 metų","170"
"11","Ąžuoliukai","0","Nuo 6 iki 7 metų","170"
"13","Saulutės","0","Nuo 3 iki 4 metų","170"
"14","Ežiukai","0","Nuo 3 iki 4 metų","170"
"17","Boružiukai","0","Nuo 1,5 iki 3 metų","170"
"18","Nykštukai","0","Nuo 1,5 iki 3 metų","170"
"19","NAUJA (LOPŠELIS)","0","Nuo 1,5 iki 3 metų","170"
"20","NAUJA DARŽELIS","0","Nuo 3 iki 4 metų","170"
"1","Drugeliai","0","Nuo 5 iki 6 metų","171"
"2","Boružėlių","0","Nuo 5 iki 6 metų","171"
"3","Zuikučiai","6","Nuo 6 iki 7 metų","171"
"7","Bitutė","0","Nuo 4 iki 5 metų","171"
"11","Nykštukų","0","Nuo 3 iki 4 metų","171"
"12","ŽIOGELIAI","11","Nuo 6 iki 7 metų","171"
"13","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","171"
"1","Bitutės","20","Nuo 6 iki 7 metų","181"
"2","Boružiukai","0","Nuo 5 iki 6 metų","181"
"3","Žvirbliukai","20","Nuo 4 iki 5 metų","181"
"4","Žiogeliai","0","Nuo 4 iki 5 metų","181"
"5","Pelėdžiukai","0","Nuo 6 iki 7 metų","181"
"10","Drugeliai","0","Nuo 3 iki 4 metų","181"
"11","SKRUZDĖLIUKAI ","0","Nuo 1,5 iki 3 metų","181"
"13","Zylutės","19","Nuo 3 iki 4 metų","181"
"14","NAUJA (LOPŠELIS)","15","Nuo 1,5 iki 3 metų","181"
"1","SMALSUČIAI","0","Nuo 5 iki 6 metų","186"
"2","GUDRUČIAI","0","Nuo 6 iki 7 metų","186"
"5","ŠNEKUČIAI","0","Nuo 4 iki 5 metų","186"
"6","PABIRUČIAI","0","Nuo 3 iki 4 metų","186"
"7","NAUJA DARŽELIS","20","Nuo 3 iki 4 metų","186"
"1","Gegužiukų","6","Nuo 2 iki 3 metų","189"
"2","Kregždučių","8","Nuo 3 iki 5 metų","189"
"3","Gandriukų","12","Nuo 3 iki 4 metų","189"
"4","Vyturėlių","10","Nuo 3 iki 4 metų","189"
"5","Pelėdžiukų","13","Nuo 4 iki 6 metų","189"
"6","Ereliukų","4","Nuo 1,5 iki 3 metų","189"
"7","Nykštukų","3","Nuo 1,5 iki 3 metų","189"
"8","NAUJA (LOPŠELIS)","1","Nuo 1,5 iki 3 metų","189"
"9","NAUJA (LOPŠELIS)","1","Nuo 1,5 iki 3 metų","189"
"10","Nauja","2","Nuo 3 iki 4 metų","189"
"11","Nauja","1","Nuo 3 iki 4 metų","189"
"2","2 GRUPĖ","0","Nuo 1,5 iki 3 metų","273"
"4","4 GRUPĖ","0","Nuo 1,5 iki 3 metų","273"
"7","11 GRUPĖ","18","Nuo 2 iki 6 metų","273"
"8","12 GRUPĖ","15","Nuo 2 iki 6 metų","273"
"11","5 GRUPĖ","0","Nuo 3 iki 6 metų","273"
"14","6 GRUPĖ","0","Nuo 3 iki 6 metų","273"
"15","7 GRUPĖ","0","Nuo 3 iki 6 metų","273"
"17","10 GRUPĖ","0","Nuo 3 iki 6 metų","273"
"19","8 GRUPĖ","20","Nuo 3 iki 6 metų","273"
"21","9 GRUPĖ","20","Nuo 3 iki 6 metų","273"
"22","3 GRUPĖ","0","Nuo 1,5 iki 3 metų","273"
"23","1 GRUPĖ","0","Nuo 1,5 iki 3 metų","273"
"1","BORUŽĖLĖS","18","Nuo 3 iki 4 metų","280"
"2","BITUTĖS","0","Nuo 4 iki 6 metų","280"
"3","PELĖDŽIUKAI","7","Nuo 6 iki 7 metų","280"
"5","NAUJA DARŽELIS","16","Nuo 3 iki 4 metų","280"
"1","Giliukai","14","Nuo 6 iki 7 metų","283"
"2","Riešutėliai","4","Nuo 5 iki 6 metų","283"
"5","NAUJA DARŽELIS","20","Nuo 6 iki 7 metų","283"
"6","NAUJA DARŽELIS","20","Nuo 6 iki 7 metų","283"
"1","NAUJA 1","20","Nuo 5 iki 6 metų","311"
"2","NAUJA 2","20","Nuo 4 iki 6 metų","311"
"1","Kodėlčiukai","6","Nuo 6 iki 7 metų","324"
"2","Smalsučiai","1","Nuo 6 iki 7 metų","324"
"3","Svajokliai","0","Nuo 6 iki 7 metų","324"
"4","Žiniukai","1","Nuo 6 iki 7 metų","324"
"1","NYKŠTUKAI","1","Nuo 1,5 iki 3 metų","327"
"2","DRUGELIAI","1","Nuo 3 iki 6 metų","327"
"3","BORUŽĖLĖS","1","Nuo 2 iki 6 metų","327"
"4","SAULUTĖ","1","Nuo 2 iki 6 metų","327"
"1","Saulytė","14","Nuo 5 iki 6 metų","333"
"1","Priešmokyklinė A","20","Nuo 6 iki 7 metų","337"
"1","1 grupė","0","Nuo 6 iki 7 metų","338"
"2","2 grupė","20","Nuo 6 iki 7 metų","338"
